Country Name,Country Code,2022,2022_predicted,2022_confidence
Madagascar,MDG,3.13901996612549,3.13901996612549,1.0
Maldives,MDV,4.67344331741333,4.67344331741333,1.0
"Middle East, North Africa, Afghanistan & Pakistan",MEA,4.499096598625183,4.499096598625183,0.646321792485496
Mexico,MEX,3.982710123062134,3.982710123062134,0.8530966615026682
Marshall Islands,MHL,7.54093980789185,7.54093980789185,1.0
Middle income,MIC,3.58109796047211,3.58109796047211,1.0
Mali,MLI,4.03505516052246,4.03505516052246,1.0
Malta,MLT,5.208494348526001,5.208494348526001,0.8262792829037803
Mongolia,MNG,4.18056726455688,4.18056726455688,1.0
Mozambique,MOZ,6.16198396682739,6.16198396682739,1.0
Mauritania,MRT,2.44024252891541,2.44024252891541,1.0
Mauritius,MUS,4.84085988998413,4.84085988998413,1.0
Malaysia,MYS,3.49933791160583,3.49933791160583,1.0
North America,NAC,4.13957166671753,4.13957166671753,1.0
Namibia,NAM,9.67791175842285,9.67791175842285,1.0
Niger,NER,4.10143089294434,4.10143089294434,1.0
Nigeria,NGA,0.348516702651978,0.348516702651978,1.0
Nicaragua,NIC,3.79476308822632,3.79476308822632,1.0
Netherlands,NLD,5.05201101303101,5.05201101303101,1.0
Norway,NOR,3.96801972389221,3.96801972389221,1.0
Nepal,NPL,3.61778378486633,3.61778378486633,1.0
Nauru,NRU,7.80539798736572,7.80539798736572,1.0
New Zealand,NZL,5.23012018203735,5.23012018203735,1.0
OECD members,OED,4.760082492828369,4.760082492828369,0.832313677913217
Oman,OMN,4.19907999038696,4.19907999038696,1.0
Other small states,OSS,5.262041854858398,5.262041854858398,0.8291095029686564
Pakistan,PAK,1.97444903850555,1.97444903850555,1.0
Panama,PAN,3.36693000793457,3.36693000793457,1.0
Peru,PER,3.83315992355347,3.83315992355347,1.0
Philippines,PHL,3.57960081100464,3.57960081100464,1.0
Palau,PLW,3.57620143890381,3.57620143890381,1.0
Papua New Guinea,PNG,1.300710506439209,1.300710506439209,0.7726958241725723
Poland,POL,4.455933265686035,4.455933265686035,0.8835639373745023
Pre-demographic dividend,PRE,3.188632488250735,3.188632488250735,1.0
Portugal,PRT,4.563230504989624,4.563230504989624,0.9021039568557615
Paraguay,PRY,3.39619994163513,3.39619994163513,1.0
West Bank and Gaza,PSE,5.3933688926696775,5.3933688926696775,0.6370450122794532
Post-demographic dividend,PST,4.781740455627442,4.781740455627442,0.8464986085975209
Romania,ROU,3.336877293586731,3.336877293586731,0.9230922809889917
Russian Federation,RUS,4.05402755737305,4.05402755737305,1.0
Rwanda,RWA,4.74623012542725,4.74623012542725,1.0
South Asia,SAS,2.664810240268705,2.664810240268705,1.0
Senegal,SEN,5.98753976821899,5.98753976821899,1.0
Singapore,SGP,2.48891997337341,2.48891997337341,1.0
Solomon Islands,SLB,8.48737812042236,8.48737812042236,1.0
Sierra Leone,SLE,8.5391845703125,8.5391845703125,1.0
El Salvador,SLV,3.25634002685547,3.25634002685547,1.0
San Marino,SMR,3.43181848526001,3.43181848526001,1.0
Serbia,SRB,3.23938989639282,3.23938989639282,1.0
Sub-Saharan Africa (excluding high income),SSA,3.44491457939148,3.44491457939148,1.0
Sub-Saharan Africa,SSF,3.51197004318237,3.51197004318237,1.0
Small states,SST,4.789047079086304,4.789047079086304,0.8097433425803144
Sao Tome and Principe,STP,5.15598058700562,5.15598058700562,1.0
Suriname,SUR,3.43460845947266,3.43460845947266,1.0
