Country Name,Country Code,2022,2022_predicted,2022_confidence
Hungary,HUN,10.76744,10.76744,0.5
IBRD only,IBD,21.996,21.996,0.5
IDA & IBRD total,IBT,25.328,25.328,0.5
IDA total,IDA,35.45098,35.45098,0.5
IDA blend,IDB,34.26502,34.26502,0.5
Indonesia,IDN,17.03493,17.03493,0.5
IDA only,IDX,35.97722,35.97722,0.5
India,IND,32.74955,32.74955,0.5
Ireland,IRL,16.06046,16.06046,0.5
"Iran, Islamic Rep.",IRN,28.52479,28.52479,0.5
Iraq,IRQ,16.95545,16.95545,0.5
Iceland,ISL,10.14405,10.14405,0.5
Israel,ISR,12.07069,12.07069,0.5
Italy,ITA,11.48066,11.48066,0.5
Jamaica,JAM,24.79434,24.79434,0.5
Jordan,JOR,18.53699,18.53699,0.5
Japan,JPN,15.66096,15.66096,0.5
Kazakhstan,KAZ,17.21457,17.21457,0.5
Kenya,KEN,30.65055,30.65055,0.5
Kyrgyz Republic,KGZ,24.98946,24.98946,0.5
Cambodia,KHM,41.7035,41.7035,0.5
Kiribati,KIR,25.48855,25.48855,0.5
St. Kitts and Nevis,KNA,13.87277,13.87277,0.5
"Korea, Rep.",KOR,16.28669,16.28669,0.5
Kuwait,KWT,8.88073,8.88073,0.5
Latin America & Caribbean (excluding high income),LAC,21.57,21.57,0.5
Lao PDR,LAO,22.33717,22.33717,0.5
Lebanon,LBN,12.48274,12.48274,0.5
Liberia,LBR,22.32254,22.32254,0.5
Libya,LBY,16.90346,16.90346,0.5
St. Lucia,LCA,14.73909,14.73909,0.5
Latin America & Caribbean,LCN,21.30215,21.30215,0.5
Least developed countries: UN classification,LDC,37.15033,37.15033,0.5
Low income,LIC,39.82732,39.82732,0.5
Liechtenstein,LIE,7.80156,7.80156,0.5
Sri Lanka,LKA,21.73735,21.73735,0.5
Lower middle income,LMC,28.87235,28.87235,0.5
Low & middle income,LMY,25.44687,25.44687,0.5
Lesotho,LSO,32.94806,32.94806,0.5
Late-demographic dividend,LTE,17.16688,17.16688,0.5
Lithuania,LTU,13.51703,13.51703,0.5
Luxembourg,LUX,8.30333,8.30333,0.5
Latvia,LVA,11.53684,11.53684,0.5
"Macao SAR, China",MAC,13.49843,13.49843,0.5
Morocco,MAR,26.80065,26.80065,0.5
Monaco,MCO,11.7,11.7,0.5
Moldova,MDA,17.92314,17.92314,0.5
Madagascar,MDG,39.81169,39.81169,0.5
Maldives,MDV,10.16278,10.16278,0.5
