Country Name,Country Code,2022,2022_predicted,2022_confidence
"Middle East, North Africa, Afghanistan & Pakistan",MEA,93.71546,93.71546,0.5
Mexico,MEX,95.30064,95.30064,0.5
Marshall Islands,MHL,73.15121,73.15121,0.5
Middle income,MIC,90.26697,90.26697,0.5
North Macedonia,MKD,94.8883,94.8883,0.5
Mali,MLI,58.94142,58.94142,0.5
Malta,MLT,99.53764,99.53764,0.5
Myanmar,MMR,97.93192,97.93192,0.5
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,93.41539,93.41539,0.5
Montenegro,MNE,96.54847,96.54847,0.5
Mongolia,MNG,97.69756,97.69756,0.5
Mozambique,MOZ,93.92934,93.92934,0.5
Mauritania,MRT,79.5744,79.5744,0.5
Mauritius,MUS,94.80512,94.80512,0.5
Malawi,MWI,97.6489,97.6489,0.5
Malaysia,MYS,99.64564,99.64564,0.5
North America,NAC,95.17325,95.17325,0.5
Namibia,NAM,97.48892,97.48892,0.5
Niger,NER,65.12458,65.12458,0.5
Nigeria,NGA,64.13783,64.13783,0.5
Nicaragua,NIC,94.89265,94.89265,0.5
Netherlands,NLD,98.64765,98.64765,0.5
Norway,NOR,99.88251,99.88251,0.5
Nepal,NPL,96.2984,96.2984,0.5
Nauru,NRU,93.69858,93.69858,0.5
New Zealand,NZL,99.11677,99.11677,0.5
OECD members,OED,95.5958,95.5958,0.5
Oman,OMN,86.25355,86.25355,0.5
Other small states,OSS,85.41373,85.41373,0.5
Pakistan,PAK,67.5748,67.5748,0.5
Panama,PAN,86.23979,86.23979,0.5
Peru,PER,95.65167,95.65167,0.5
Philippines,PHL,93.7756,93.7756,0.5
Palau,PLW,94.91704,94.91704,0.5
Papua New Guinea,PNG,73.65048,73.65048,0.5
Poland,POL,95.78475,95.78475,0.5
Pre-demographic dividend,PRE,76.64759,76.64759,0.5
Puerto Rico (US),PRI,76.27147,76.27147,0.5
"Korea, Dem. People's Rep.",PRK,94.02788,94.02788,0.5
Portugal,PRT,97.56411,97.56411,0.5
Paraguay,PRY,87.19751,87.19751,0.5
