Country Name,Country Code,2022,2022_predicted,2022_confidence
Ukraine,UKR,7.33711,7.33711,0.5
Upper middle income,UMC,14.16773,14.16773,0.5
Uruguay,URY,12.65841,12.65841,0.5
United States,USA,14.62452,14.62452,0.5
Uzbekistan,UZB,10.32977,10.32977,0.5
St. Vincent and the Grenadines,VCT,13.8727,13.8727,0.5
"Venezuela, RB",VEN,18.03267,18.03267,0.5
British Virgin Islands,VGB,8.70656,8.70656,0.5
Virgin Islands (U.S.),VIR,18.06723,18.06723,0.5
Viet Nam,VNM,28.86119,28.86119,0.5
Vanuatu,VUT,20.568,20.568,0.5
World,WLD,16.9982,16.9982,0.5
Samoa,WSM,21.46821,21.46821,0.5
"Yemen, Rep.",YEM,21.68417,21.68417,0.5
South Africa,ZAF,27.61705,27.61705,0.5
Zambia,ZMB,25.40639,25.40639,0.5
Zimbabwe,ZWE,22.48353,22.48353,0.5
